ID,Sentence A,Sentence B
357,"나는 자율 주행 시스템의 정기적인 시스템 업데이트 알람이 왔을 때, 즉각 업데이트를 하지 않습니다.","조건부 자율 주행을 미리 정의된 조건 내에서만 작동시킵니다. (e.g. 특정 도로 위, 날씨 조건, 교통 밀도 등)"
358,"나는 자율 주행 시스템의 정기적인 시스템 업데이트 알람이 왔을 때, 즉각 업데이트를 하지 않습니다.",안전을 위해 정해진 변수 내에서만 자율 주행 차량을 작동시킵니다.
359,"나는 자율 주행 시스템의 정기적인 시스템 업데이트 알람이 왔을 때, 즉각 업데이트를 하지 않습니다.",자율 주행 차량의 기능을 완전히 이해하지 못한 채로 시스템을 작동시킵니다.
360,"나는 자율 주행 시스템의 정기적인 시스템 업데이트 알람이 왔을 때, 즉각 업데이트를 하지 않습니다.","차량을 지정된 운영 설계 한계 내에서만 작동시키고 안전한 사용을 위해 모든 전제 조건 (e.g. 날씨, 교통 밀도 등)을 충족하는지 확인합니다."
361,"나는 자율 주행 시스템의 정기적인 시스템 업데이트 알람이 왔을 때, 즉각 업데이트를 하지 않습니다.",시스템 경고 또는 긴급 상황에 대해 천천히 대응합니다.
362,"나는 자율 주행 시스템의 정기적인 시스템 업데이트 알람이 왔을 때, 즉각 업데이트를 하지 않습니다.",제어권 전환에 대한 시스템 경고 또는 알림에 대해 천천히 대응합니다.
363,"나는 자율 주행 시스템의 정기적인 시스템 업데이트 알람이 왔을 때, 즉각 업데이트를 하지 않습니다.",잠재적인 수동 운전 개입에 대비하여 시스템의 경고 지표를 주기적으로 확인합니다.
364,"나는 자율 주행 시스템의 정기적인 시스템 업데이트 알람이 왔을 때, 즉각 업데이트를 하지 않습니다.",인간 기계 인터페이스와 시스템 알림을 사용하여 차량 상태를 정기적으로 점검합니다.
365,"나는 자율 주행 시스템의 정기적인 시스템 업데이트 알람이 왔을 때, 즉각 업데이트를 하지 않습니다.",자율 주행 시스템이 작동 중일 때 비운전과업을 하지 않고 주위를 살핍니다.
366,"나는 자율 주행 시스템의 정기적인 시스템 업데이트 알람이 왔을 때, 즉각 업데이트를 하지 않습니다.",사용자 매뉴얼과 훈련을 온전히 이해하고 따릅니다.
367,"나는 자율 주행 시스템의 정기적인 시스템 업데이트 알람이 왔을 때, 즉각 업데이트를 하지 않습니다.",자율 주행 시스템을 재미로 과속운전 하는 데에 사용합니다.
368,"나는 자율 주행 시스템의 정기적인 시스템 업데이트 알람이 왔을 때, 즉각 업데이트를 하지 않습니다.",나는 자율 주행 동안 핸들 가까이에 손을 둡니다.
369,"나는 자율 주행 시스템의 정기적인 시스템 업데이트 알람이 왔을 때, 즉각 업데이트를 하지 않습니다.",나는 자율 주행 내내 안전 벨트를 하고 있습니다.
370,나는 자율 주행 모드로 전환 시 좌석을 뒤로 눕혀서 편안하게 비운전과업을 수행합니다.,나는 자율 주행 시스템의 소프트웨어 업데이트를 항상 합니다.
371,나는 자율 주행 모드로 전환 시 좌석을 뒤로 눕혀서 편안하게 비운전과업을 수행합니다.,"나는 자율 주행 시스템 기능들의 표기 위치를 알고, 운전 중 해당 기능이 켜져 있는지 계속 확인합니다."
372,나는 자율 주행 모드로 전환 시 좌석을 뒤로 눕혀서 편안하게 비운전과업을 수행합니다.,나는 제어권 전환을 잘 인지할 수 있게 청각 활동이 동반되는 비운전과업의 음량을 많이 올리지 않습니다.
373,나는 자율 주행 모드로 전환 시 좌석을 뒤로 눕혀서 편안하게 비운전과업을 수행합니다.,나는 조건부 자율 주행 중 손을 항상 핸들 위에 올려둡니다.
374,나는 자율 주행 모드로 전환 시 좌석을 뒤로 눕혀서 편안하게 비운전과업을 수행합니다.,"나는 조건부 자율 주행 중 졸음에 대한 경각심을 가지고, 졸음을 방지할 수 있는 대책(커피, 졸음껌) 등을 미리 챙겨둡니다."
375,나는 자율 주행 모드로 전환 시 좌석을 뒤로 눕혀서 편안하게 비운전과업을 수행합니다.,자율 주행 기능이 꺼질 것 같은 상황에서는 내가 미리 주행 제어권을 이양 받고 직접 수동 운전을 합니다.
376,나는 자율 주행 모드로 전환 시 좌석을 뒤로 눕혀서 편안하게 비운전과업을 수행합니다.,"수동 운전에서 자율 주행으로 상태가 변경될 때, 자율 주행 상태가 활성화되었다는 알람이 뜬 이후에도 제대로 이양되었는지 확인한 뒤 핸들에서 손을 놓습니다."
377,나는 자율 주행 모드로 전환 시 좌석을 뒤로 눕혀서 편안하게 비운전과업을 수행합니다.,나는 자율 주행 시스템 업데이트 알람이 뜨면 즉각 업데이트를 수행합니다.
378,나는 자율 주행 모드로 전환 시 좌석을 뒤로 눕혀서 편안하게 비운전과업을 수행합니다.,나는 조건부 자율 주행 중에도 언제 있을지 모를 제어권 전환에 대비하여 발을 페달에서 완전히 떼지 않고 가까이에 둡니다.
379,나는 자율 주행 모드로 전환 시 좌석을 뒤로 눕혀서 편안하게 비운전과업을 수행합니다.,나는 제어권 전환 시 빠르게 운전대를 잡고 주변 상황에 대한 이해를 확보하기 위해 자율 주행 모드로 전환 시 좌석 위치나 각도를 변경하지 않고 비운전과업을 수행합니다. 
380,나는 자율 주행 모드로 전환 시 좌석을 뒤로 눕혀서 편안하게 비운전과업을 수행합니다.,나는 도로를 적극적으로 관찰하고 후방 거울을 점검하여 자율 주행 시스템을 보조합니다.
381,나는 자율 주행 모드로 전환 시 좌석을 뒤로 눕혀서 편안하게 비운전과업을 수행합니다.,나는 시스템의 상태를 매번 확인하지 않습니다.
382,나는 자율 주행 모드로 전환 시 좌석을 뒤로 눕혀서 편안하게 비운전과업을 수행합니다.,나는 공격적인 기동을 피하고 안전한 제한 속도로 운전합니다.
383,나는 자율 주행 모드로 전환 시 좌석을 뒤로 눕혀서 편안하게 비운전과업을 수행합니다.,나는 갑작스러운 도로 상황 변화나 시스템 오작동과 같은 비상 상황에 대응할 준비가 되어 있습니다.
384,나는 자율 주행 모드로 전환 시 좌석을 뒤로 눕혀서 편안하게 비운전과업을 수행합니다.,자율 주행 시스템이 활성화된 상태에서도 나는 지속적으로 도로 환경을 감시하고 잠재적인 위험을 예측합니다.
385,나는 자율 주행 모드로 전환 시 좌석을 뒤로 눕혀서 편안하게 비운전과업을 수행합니다.,나는 자율 주행 시스템이 완벽하게 처리할 수 있다고 믿고 빙판길이나 미끄러운 도로에서 거침없이 빠르게 운전합니다.
386,나는 자율 주행 모드로 전환 시 좌석을 뒤로 눕혀서 편안하게 비운전과업을 수행합니다.,나는 자율 주행 시스템에 잠재적인 운전자 개입이 필요한 경우에도 비운전과업에 참여합니다.
387,나는 자율 주행 모드로 전환 시 좌석을 뒤로 눕혀서 편안하게 비운전과업을 수행합니다.,나는 차량의 타이어 브레이크 및 기타 중요한 시스템이 자율 주행 시스템을 지원하기에 최적의 상태인지 확인합니다.
388,나는 자율 주행 모드로 전환 시 좌석을 뒤로 눕혀서 편안하게 비운전과업을 수행합니다.,나는 조건부 자율 주행 차량의 운영 설계상의 한계를 무시합니다.
389,나는 자율 주행 모드로 전환 시 좌석을 뒤로 눕혀서 편안하게 비운전과업을 수행합니다.,나는 조건부 자율 주행 차량의 시스템 경고나 알람을 무시합니다.
390,나는 자율 주행 모드로 전환 시 좌석을 뒤로 눕혀서 편안하게 비운전과업을 수행합니다.,나는 제어권 전환 요청을 무시합니다.
391,나는 자율 주행 모드로 전환 시 좌석을 뒤로 눕혀서 편안하게 비운전과업을 수행합니다.,어떠한 비운전과업 중이더라도 제어권 전환 요청이 오면 나는 즉시 대응합니다.
392,나는 자율 주행 모드로 전환 시 좌석을 뒤로 눕혀서 편안하게 비운전과업을 수행합니다.,나는 안전한 운전을 위해 인간 기계 인터페이스의 신호를 해석하고 반응하는 방법을 배웁니다.
393,나는 자율 주행 모드로 전환 시 좌석을 뒤로 눕혀서 편안하게 비운전과업을 수행합니다.,"조건부 자율 주행을 미리 정의된 조건 내에서만 작동시킵니다. (e.g. 특정 도로 위, 날씨 조건, 교통 밀도 등)"
394,나는 자율 주행 모드로 전환 시 좌석을 뒤로 눕혀서 편안하게 비운전과업을 수행합니다.,안전을 위해 정해진 변수 내에서만 자율 주행 차량을 작동시킵니다.
395,나는 자율 주행 모드로 전환 시 좌석을 뒤로 눕혀서 편안하게 비운전과업을 수행합니다.,자율 주행 차량의 기능을 완전히 이해하지 못한 채로 시스템을 작동시킵니다.
396,나는 자율 주행 모드로 전환 시 좌석을 뒤로 눕혀서 편안하게 비운전과업을 수행합니다.,"차량을 지정된 운영 설계 한계 내에서만 작동시키고 안전한 사용을 위해 모든 전제 조건 (e.g. 날씨, 교통 밀도 등)을 충족하는지 확인합니다."
397,나는 자율 주행 모드로 전환 시 좌석을 뒤로 눕혀서 편안하게 비운전과업을 수행합니다.,시스템 경고 또는 긴급 상황에 대해 천천히 대응합니다.
398,나는 자율 주행 모드로 전환 시 좌석을 뒤로 눕혀서 편안하게 비운전과업을 수행합니다.,제어권 전환에 대한 시스템 경고 또는 알림에 대해 천천히 대응합니다.
399,나는 자율 주행 모드로 전환 시 좌석을 뒤로 눕혀서 편안하게 비운전과업을 수행합니다.,잠재적인 수동 운전 개입에 대비하여 시스템의 경고 지표를 주기적으로 확인합니다.
400,나는 자율 주행 모드로 전환 시 좌석을 뒤로 눕혀서 편안하게 비운전과업을 수행합니다.,인간 기계 인터페이스와 시스템 알림을 사용하여 차량 상태를 정기적으로 점검합니다.
401,나는 자율 주행 모드로 전환 시 좌석을 뒤로 눕혀서 편안하게 비운전과업을 수행합니다.,자율 주행 시스템이 작동 중일 때 비운전과업을 하지 않고 주위를 살핍니다.
402,나는 자율 주행 모드로 전환 시 좌석을 뒤로 눕혀서 편안하게 비운전과업을 수행합니다.,사용자 매뉴얼과 훈련을 온전히 이해하고 따릅니다.
403,나는 자율 주행 모드로 전환 시 좌석을 뒤로 눕혀서 편안하게 비운전과업을 수행합니다.,자율 주행 시스템을 재미로 과속운전 하는 데에 사용합니다.
404,나는 자율 주행 모드로 전환 시 좌석을 뒤로 눕혀서 편안하게 비운전과업을 수행합니다.,나는 자율 주행 동안 핸들 가까이에 손을 둡니다.
405,나는 자율 주행 모드로 전환 시 좌석을 뒤로 눕혀서 편안하게 비운전과업을 수행합니다.,나는 자율 주행 내내 안전 벨트를 하고 있습니다.
406,나는 자율 주행 시스템의 소프트웨어 업데이트를 항상 합니다.,"나는 자율 주행 시스템 기능들의 표기 위치를 알고, 운전 중 해당 기능이 켜져 있는지 계속 확인합니다."
407,나는 자율 주행 시스템의 소프트웨어 업데이트를 항상 합니다.,나는 제어권 전환을 잘 인지할 수 있게 청각 활동이 동반되는 비운전과업의 음량을 많이 올리지 않습니다.
408,나는 자율 주행 시스템의 소프트웨어 업데이트를 항상 합니다.,나는 조건부 자율 주행 중 손을 항상 핸들 위에 올려둡니다.
409,나는 자율 주행 시스템의 소프트웨어 업데이트를 항상 합니다.,"나는 조건부 자율 주행 중 졸음에 대한 경각심을 가지고, 졸음을 방지할 수 있는 대책(커피, 졸음껌) 등을 미리 챙겨둡니다."
410,나는 자율 주행 시스템의 소프트웨어 업데이트를 항상 합니다.,자율 주행 기능이 꺼질 것 같은 상황에서는 내가 미리 주행 제어권을 이양 받고 직접 수동 운전을 합니다.
411,나는 자율 주행 시스템의 소프트웨어 업데이트를 항상 합니다.,"수동 운전에서 자율 주행으로 상태가 변경될 때, 자율 주행 상태가 활성화되었다는 알람이 뜬 이후에도 제대로 이양되었는지 확인한 뒤 핸들에서 손을 놓습니다."
